UniProt,Compounds
Q9NUA8,1
Q9NYF8,2
Q9P0U4,9
Q9UBL3,2
Q9UGN5|Q96SW2,5
Q9UHV9,3
Q9UK17|Q9NS61,9
Q9UKV3,2
Q9ULV1,5
Q9ULV8,9
Q9UP65,9
Q9UPU5,3
Q9UPY6,2
Q9Y227,9
Q9Y237,7
Q9Y2K1,1
Q9Y365,9
Q9Y4E8,9
Q9Y5T5,8
O00231,4
O00329|Q96SW2,9
O14776,3
O15260,3
O43324,3
O43684,3
O43707,3
O60729,9
O60882,10
O75306,4
O75940,5
O76094,3
O95264,2
O96019,3
P01374,10
P04233|P08922,5
P04637|P53355,10
P04637|Q08752,10
P04844,3
P05556|Q13797,10
P08133,3
P08238|P22626,2
P09619|P40337,4
P0DPD6|Q96NY9,2
P10721|P35968,10
P12270,3
P12956,3
P13010,3
P14210,6
P14416|P08908,10
P14866,3
P16403,3
P17252|P05771,5
P17858,4
P17987,3
P20073,3
P20700,3
P21333,3
P21439,9
P22680,10
P23246,3
P23396,3
P25786,8
P25789,3
P26640,3
P28070,9
P28072,8
P29373,10
P30153,3
P35268,3
P35637,3
P35916|Q05397,2
P37088|P51168|P51170,10
P37108,3
P40337|P15170,4
P40616,3
P40937,3
P42166,3
P43243,3
P43246,3
P43307,3
P46013,3
P46527,4
P49368,3
P49458,3
P49591,9
P49810,9
P50897,7
P50991,3
P51532|Q96SW2,3
P51858,3
P53007,5
P55060,3
P55160,3
P57088,3
P59535,8
P59543,8
P59998,3
P60228,3
P60900,3
P61289,3
P61978,3
P62081,3
P62140,5
P62244,3
P62249,3
P62258,7
P62273,3
P62277,3
P62701,3
P62995,3
P63000|Q13009,7
P63167,3
P67812,3
P68366,3
P84103,3
P98187,4
Q01082,3
Q07666,3
Q12906,4
Q13123,3
Q13185,4
Q13467,6
Q13526|Q96SW2,4
Q13813,3
Q14152,3
Q14204,3
Q14258,3
Q14573,10
Q14765,6
Q15022,6
Q15233,3
Q15399,6
Q15631,3
Q15759|Q96SW2,2
Q16629,3
Q16774,5
Q17RY6,6
Q29RF7,3
Q5S007|Q96SW2,6
Q6L8Q7,4
Q6Y7W6,3
Q7KZF4,6
Q7L1Q6,3
Q7L576,3
Q7LBE3,10
Q7RTX0,4
Q86T24,2
Q86YP4,3
Q8IXB1,3
Q8N1F7,3
Q8NFA0,2
Q8NFT8,2
Q8TAQ2,3
Q8TEA1,10
Q8TEQ6,3
Q8TEX9,3
Q8WUM4,3
Q92621,3
Q92878,3
Q92887|Q9Y6L6,7
Q92973,3
Q96CW5,3
Q96P68,10
Q99832,3
Q9BSJ2,3
Q9BUJ2,3
Q9BXS5,3
Q9H3S4,10
Q9HAV4,3
Q9HB03,10
Q9NTJ3,3
Q9NYU2,3
Q9NZ01,3
Q9UBB4,3
Q9UHB7,2
Q9UHX1,3
Q9UK23,10
Q9UKU0,10
Q9UQE7,3
Q9Y285,3
Q9Y383,3
Q9Y678,3
O00203,3
O15042,3
O15143,4
O60282,10
O60506,4
O60832,3
O75400,3
O75419,6
O75976,11
O94906,3
O95259,11
P02656,11
P04843,4
P05023,9
P05556,6
P08913|P35372,2
P0C870,8
P10826|P19793,11
P13631|P19793,11
P17050,11
P17301,10
P19338,4
P25445,4
P26583,4
P28476,9
P29074,11
P29144,4
P29692,4
P30044,5
P30048,5
P30530|P41212,11
P31943,4
P32019,11
P35713,1
P39019,3
P40938,3
P42263|P42262,6
P45983|P45984,7
P46782,3
P46783,3
P48052,11
P48736|Q8WYR1,10
P49916,5
P51572,4
P51610,3
P52597,4
P52907,4
P56524|Q96SW2,9
P62316,3
P78347,3
P78371,3
P84090,3
Q00526|P24863,8
Q00987|P00533,5
Q01081,3
Q01130,3
Q04656,1
Q05639,4
Q06210,7
Q07065,7
Q08945,3
Q09028,4
Q09161,3
Q13247,4
Q13572,9
Q13609,3
Q14145|Q13501,10
Q14157,4
Q14974,4
Q14978,3
Q14980,3
Q15029,3
Q15648,2
Q15910|O75530|Q15022|Q09028|Q16576,7
Q16531,4
Q16819,9
Q5JVF3,3
Q6NVY1,5
Q6P2Q9,3
Q6UXH0,11
Q6YP21,9
Q7Z628,10
Q86TP1,10
Q86V81,4
Q86W47,7
Q86W50,11
Q8NBQ5,5
Q8WVB3,11
Q92974,3
Q9BPW9,11
Q9H2M3,9
Q9NP87,11
Q9NPA2,11
Q9NYG5,11
Q9NYW4,9
Q9NZN5,3
Q9P258,3
Q9UI42,11
Q9Y262,3
Q9Y5B9,4
O15460,12
O15528,11
O43592,5
O60488,11
O60547,5
O60669,11
O60895|Q16602,12
O75694,4
O75909,8
O95848,9
P04075,5
P06239|Q06187,4
P06241|Q06187,4
P06493|Q96SW2,7
P07602,3
P07948|Q06187,4
P08238|Q96SW2,11
P10636|Q96SW2,2
P17787|Q15825,12
P25440|Q9H8M2,4
P26006,8
P26045,9
P26641,5
P33993,3
P35232,6
P40763|P43378,1
P42229|Q96SW2,4
P46940,4
P47756,4
P51608,12
P51654,7
P53618,4
P54802,4
P59541,10
P59544,10
P61586|Q92888,2
P63151,9
Q00839,4
Q06323,4
Q07955,4
Q08357,12
Q12830|Q96SW2,4
Q13310,6
Q13404|P61088,10
Q13490|P36969,3
Q14542,6
Q15022|Q96SW2,10
Q15059|Q9H8M2,4
Q15475,2
Q15782,12
Q58HT5,12
Q5TFE4,3
Q8N130,12
Q8NFP7,5
Q8NG06,11
Q8WUM9,12
Q92688,4
Q92997,11
Q96G61,5
Q96GW9,12
Q99439,4
Q9BTE7,6
Q9NR50,4
Q9NYW6,10
Q9NZJ9,5
Q9NZV8,12
Q9UBV8,5
Q9UL46,4
Q9ULW0,7
Q9UQB9|Q9NQS7,5
O00170,6
O00743,7
O15269,6
O43143,5
O43521|Q16548,8
O60662,13
O60928,11
O75914|Q13177|Q13153,13
O95198,13
P00441|P04179,13
P02778,12
P04181,5
P06753,5
P07910,5
P10636|Q14145|Q13618,5
P14384,10
P14635|O00311,12
P16442,4
P17844,5
P18505,10
P20848,12
P21796,9
P25205,4
P28347|Q96SW2|Q15561|Q15562|Q99594,4
P31321,13
P31323,13
P33992,4
P43155,12
P48051,13
P49326,3
P52701,5
P54821,3
P61769|Q95460,10
P80098,13
P81277,11
P81605,5
Q07011,6
Q11128,10
Q14571|Q14573|Q14643,6
Q15004|Q96SW2,1
Q15185,12
Q15365,5
Q16602|O60896,13
Q2TBA0,13
Q3ZCT8,13
Q6TDP4,13
Q7Z4W1,12
Q8IXQ5,13
Q8NFY9,13
Q8TBB5,13
Q8WVY7,10
Q92888,11
Q96AG4,5
Q96SW2|Q99497,4
Q9HBK9,13
Q9NP77,12
Q9NP99,1
Q9NPP4,10
Q9NQC3,7
Q9NVR0,13
Q9NYV9,10
Q9P0Z9,4
Q9P2G3,13
Q9UIJ5,11
Q9UJP4,13
O14777,5
O43670,4
O60674|P98170,8
O75530|P40337,6
O95573,12
P04083,3
P04818|P31939|P22102,9
P07101,14
P07478,14
P08962,13
P13796,4
P14778,14
P14867|P28472,12
P17735,13
P23743|Q13574,7
P25054|Q9NQB0,8
P28476|A8MPY1|P24046,14
P29762,14
P35579,7
P35968|Q02763,14
P47870|P18505,14
P48506,5
P49336|Q96SW2,6
P52272,7
P54136,6
P54289|Q13936|Q08289,6
P61081|Q15843,13
P62942|O75469|Q96SW2,2
P78508,12
Q01094,4
Q07001,7
Q09428,11
Q09472|Q16665|Q92793,8
Q12809|Q969V1,14
Q13315|P40337,1
Q13563,9
Q14626,14
Q16665|P40337|Q15370|Q15369,12
Q8IVM8,14
Q92583,10
Q96BD0,11
Q96L96,10
Q96QK1,6
Q9BV47,14
Q9BZ11,12
Q9GZL7,10
Q9NYW1,11
Q9NYW5,11
Q9NZT2,6
Q9ULK4|P78545,8
Q9UM73|P40337,9
Q9UM81,7
Q9Y2E5,14
Q9Y2M5,14
Q9Y6Q9|P40337,7
O00337,8
O14815,15
O14880,9
O95989,5
P02708|P17787,15
P04040,9
P09544,13
P14060,15
P17655|P07384,9
P20809,15
P24347,14
P29972,14
P30939|P08908,15
P30939|P28222,15
P31146,4
P31350,15
P31944,9
P35222|P12830,10
P35968|P21802,15
P36507|Q96SW2,9
P39656,14
P47897,12
P48051|Q92806,14
P48169,14
P49638,11
P50135,10
P52333|Q96SW2,11
P54646|O43741|Q9UGJ0,14
P54646|Q9Y478|Q9UGI9,14
P59537,11
P60033,9
P61086,10
Q02750|Q96SW2,9
Q07817|P55957,15
Q13057,9
Q13107,14
Q13322,7
Q13501,12
Q14240,10
Q14566,5
Q15831|Q7RTN6|Q9Y376,10
Q53G59,14
Q6E213,15
Q8IXQ6,13
Q8NEC5,11
Q8TE23,3
Q92608,8
Q92841,7
Q96F10,6
Q96SW2|Q96JP5,6
Q99436,14
Q9BRH5,15
Q9BZM2,15
Q9H4M9,10
Q9NQ66,7
Q9NWH9,9
Q9NZM1,5
Q9UH77,15
Q9UI33,13
Q9ULU4,5
O00299,6
O14862,8
O43741|Q13131|Q9UGI9,15
O75151,16
O75530|Q96SW2,12
O95665|P30989,14
P00533|Q8IVV7,2
P02458,15
P02708|P11230,15
P03452|P40337,4
P08567,16
P09874|P40337,12
P10768,3
P11473|P19793,16
P11802|P40337,14
P13667,10
P14416|P41594,13
P15531,7
P21741,16
P24928,6
P30939|P28221,16
P35869|P98170|Q13490,2
P36888|P40337,6
P42336|Q15118,16
P42356|A4QPH2,16
P46937|Q15562,9
P48736|O00329,13
P50281|P08253,16
P53539,15
P53539|P17535,15
P54098|Q9UHN1,16
P54284,16
P55061,6
P61964|Q03164|Q9UBL3|Q15291,10
Q01844,7
Q11201,12
Q13616|Q15843,7
Q14680|Q96SW2,5
Q66K64,13
Q8IUF8,11
Q92769|Q96SW2,15
Q92824,16
Q96SW2|Q86U44,8
Q99757,8
Q9BZM1,16
Q9NR96|Q9NYK1,2
Q9UKR0,10
Q9UL51,10
Q9ULM6,16
Q9UMN6,14
O60563|P50750|O60583,17
O76074|P27815|Q14432|Q13956|P18545|O00408|Q13946|P54750|O76083|P35913|Q08499|Q07343|O43924|P16499|Q13370|P51160|O95263|Q9Y233|Q01064|Q08493|Q14123|O60658|Q9NP56,17
P00519|Q96SW2,6
P01160,17
P07203,2
P42336|Q96SW2,4
P42338|O00459,17
P54317,4
P55073,9
P63146,11
P98170|Q13489|Q13490|Q96SW2,10
Q12882,17
Q13162,9
Q13427,11
Q13490|Q96SW2,9
Q13616,13
Q14498,3
Q14642,17
Q16827,14
Q5VWQ8,8
Q6FI81,4
Q92959,15
Q96KQ7|Q96SW2,7
Q96SW2|Q14765,6
Q9BVJ7,16
Q9H3H5,11
Q9H4A4,15
Q9HA47,6
Q9ULA0,11
Q9UMX1,17
Q9Y2K6,13
O00469,18
O60930,16
O95255,14
P05107|P56199,10
P07949|Q13772,6
P08294,14
P10070,17
P10415|P55957,18
P10644,18
P11511|P40337,13
P13798,10
P20248,14
P21554|O43613,9
P22061,7
P29373|Q13490,4
P30041,6
P33527|P08183,7
P36507|Q02750|Q96SW2,14
P41134,15
P43007,13
P43490|Q9BXW4|Q9GZQ8|Q9H492,7
P46108,10
P46821,7
P48169|P26010,10
P48547,17
P49674|P40337,3
P51784,15
P52630,5
P54289|Q13936|P54284,6
P67870|P48729,18
Q12834,9
Q13177|Q13153,18
Q13435,7
Q13620,16
Q7Z460,10
Q86WA6,5
Q92547,18
Q9H9S0,18
Q9NYG8,10
Q9UGJ0|Q9Y478|Q13131,17
Q9UHD2|Q96SW2,18
Q9Y5P4,15
O00410,9
O14920|O15111,17
O60563|P50750|Q9GZQ8,6
O75164|O94953,1
O95263|O60658,19
P00918|Q96SW2,3
P20594,15
P23458|P98170,8
P43694,4
P46109,8
P51649,19
P61081,5
P62942|P68106|P42345,14
P84022|Q15796,15
Q00987|O60885,6
Q01844|Q01543,18
Q06187|P40337,12
Q14995,8
Q15796,16
Q7Z478,18
Q86X55|P40337,7
Q86XP1,10
Q8IVW8,17
Q8IZL9,9
Q8TCU5,19
Q92616,7
Q96SW2|P35226,9
Q9H930,18
Q9HA64,5
Q9NS86,14
Q9UIF8|P40337,5
Q9UIG8,15
Q9UJ71,18
Q9UPS6,12
Q9UPY3,10
Q9Y2T3,15
Q9Y616|P40337,10
O14686,19
O15270,17
O94907|O75581,19
P00568,7
P02763,19
P03905,16
P04049|P15056,6
P07900|Q96SW2,11
P13674,10
P15311,18
P20749,10
P31946,18
P42357,2
P51812|Q15349|Q15418,4
P51993,15
P53350|Q96SW2,6
P53671|P53667,19
P59542,8
Q00987|O15379,4
Q00987|Q92769,4
Q05516,20
Q15116,18
Q6PJP8,14
Q86Y97|Q4FZB7,1
Q96RQ9,20
Q96SW2|Q9UGL1,10
Q9BVG8,19
Q9NP58,20
Q9NYB5,20
Q9NZK7,19
Q9UBN4|P48995,7
Q9Y4K3,14
O14929,12
O43524,8
O43525,18
O43924|P01116,7
O95932,18
P03372|P98170|Q13490,2
P05106|P17301,20
P06730|Q96SW2,13
P10275|P98170|Q13490,2
P11362|P40337,6
P11802|P24941,16
P17658,21
P28472|P48169|Q06278,21
P42261|Q8WXS5,20
P50591,10
P63316,7
Q00534|P40337,11
Q00987|Q13547,5
Q13547|Q9UK73,4
Q5S007|P40337,4
Q92630|Q96SW2,9
Q96BZ4,7
Q96I25,12
Q96ST3,5
Q96SW2|P52630,7
Q99598,19
Q9BXA6,18
Q9H7D0,11
Q9H9B1|Q96KQ7,12
Q9NY33,20
Q9UKV8,9
Q9UM73|P06748|P40337,13
Q9UQD0|Q92915,8
O15355,14
O95267,17
O95453,22
O95503,20
P02708|P30926,19
P06730|Q13541,17
P07498,11
P23458|Q96SW2,12
P23528,14
P41182|Q6W2J9,19
P49863,18
P55011|Q9H2X9,22
P60709,8
P62942|P42345,20
Q08J23,15
Q09470|Q14722,21
Q13547|Q96SW2,17
Q14781,20
Q15059|P40337|Q15370|Q15369,9
Q5TCQ9,21
Q6RI45,17
Q96PR1,12
Q96Q04,12
Q99619,21
Q9BQ69,16
Q9C0J1,22
Q9NR82|P56696,22
Q9UBN4,17
Q9UKR3,17
Q9Y2T1,12
O14763,21
O14980|Q96SW2,12
O15021,15
O43353|P40337,9
O60704,20
O75493,20
P00326,23
P08319,23
P15382,23
P28347|Q96SW2,11
P30046,13
P35916|P35968,23
P35968|P41212,23
P40394,23
P49915,15
P51790,5
P54646|Q13131,16
P98170|O43353,21
Q13489|P42858,3
Q14457,19
Q15059|P40337,14
Q16539|P40337,11
Q16690,12
Q5MAI5,19
Q6P4F1,22
Q7RTT9,6
Q8IWS0,17
Q8TCG1,8
Q8TCG2,12
Q9BQB6,22
Q9GZZ9,23
Q9HCS2,16
Q9UM73|Q9HC35|Q8IVV7,5
Q9UNE7,13
O60266,24
O60566,15
O60885|Q9H8M2,7
P00325,24
P00480,8
P00740|P00451,13
P05455,11
P10092,24
P25440|P40337|Q15370|Q15369,9
P33176,22
P40337|P36969,18
P42677,20
P42892|Q96NY9,12
P48730|Q96SW2,10
P51116,9
P52655,22
Q00987|O15151,21
Q00987|P48729,5
Q15466,18
Q5R387,24
Q6P0Q8,10
Q8IXL6,23
Q96J66,18
Q99972,12
Q9BQL6,16
Q9HB14,21
Q9NRE1,22
Q9NRR2,17
Q9UNK4,24
Q9Y231,13
O43924|Q9GZQ8,13
P04233,25
P12931|P35968,25
P17787|P30926|P32297|P08648,13
P22459,24
P22732,24
P24385,20
P27540,15
P34059,3
P35558,25
P35638,25
P40337|Q9BV86,4
P46734|P01106,5
P48729|P40337,11
P49736,5
P52292,17
Q14643,10
Q16678|Q96SW2,13
Q5EB52,3
Q8NFJ6,10
Q8NG68,23
Q96CH1,9
Q99661,17
Q9UIF9|P40337,5
Q9Y5S1,13
O75144|Q9Y6W8,20
O75608,18
P00338|P40337,15
P04049|P01116,24
P14679|Q96SW2,21
P15941,10
P25440|O60885|Q58F21|Q15059,3
P28340,24
P30542|P29275|P0DMS8|P29274,24
P31749|P40337,26
P42262|P42261,12
P98170|Q13489|Q13490|P40337,17
Q13489|P40337,17
Q13509,18
Q13509|Q96SW2,3
Q16445,23
Q16584|P40337,2
Q9H792,21
Q9NQB0|P12830,19
Q9ULM3,16
Q9Y2C3,26
Q9Y5Y5,26
O00206|Q9Y6Y9|P08571,10
O00560,17
O15218,27
O15264|P53778,20
O43826,24
O75449,12
P00749|Q03405,11
P04637|Q00987|O15151,3
P07355,9
P08922|O95436,10
P0DPH7|P68366|Q71U36|P68363|Q9BQE3|Q6PEY2|A6NHL2|Q9NY65|Q96SW2,3
P12314,25
P17948|P35968,27
P32119,8
P35573,26
P40879,25
P42224|Q96SW2,13
P47870|P18507|Q16445,23
P50613|Q96SW2,16
P63279,21
P79483,26
Q04917,22
Q07817|Q9BXH1,27
Q5R387|Q9NZK7|P14555|Q9BZM2|Q9UNK4|P39877|O15496|P04054|Q9NZ20|Q9BZM1|Q9BX93,14
Q6SA08,22
Q8IV08,7
Q96QU1,11
Q96SW2|Q99496,13
Q9H867,27
Q9H9Z2,13
Q9UGN5|Q9NXF7,19
Q9UQD0|Q07699,27
O15379|Q96SW2,23
O95630,28
P01008|P00742,6
P03923|O95299|O00217|P03901|P56556|P03886|O95139|O00483|Q86Y39|P17568|P03891|O75306|P03915|P51970|O43674|P03905|P03897|O14561|O15239|O43181|O43676|O43677|O43678|O43920|O75251|O75380|O75438|O75489|O95167|O95168|O95169|O95178|O95182|O95298|O96000|P19404|P28331|P49821|P56181|Q16718|Q16795|Q8N183|Q9BU61|Q9NRX3|Q9NX14|Q9P032|Q9P0J0|Q9UI09|Q9Y375|Q9Y6M9,13
P05543,16
P10415|Q16611,28
P11172,20
P12104,20
P14867|P47870|O14764,12
P19623,19
P28472,22
P31749|Q96SW2,27
P36776,26
P38435,12
P42229|P51692,4
P56524|P40337,9
P68104,19
P68371|Q9H4B7|Q13509|P04350|Q3ZCM7|P07437|Q13885|Q9BVA1|Q9BUF5|Q96SW2|A6NNZ2,3
P69905,18
Q00613|Q03933|Q9ULV5,28
Q05BR4,24
Q12778|P23760,11
Q16651,28
Q53GQ0,14
Q7Z4H4,28
Q92952,25
Q969T7,5
Q96SW2|Q08050,11
Q96SW2|Q16531|Q13619|P15170,9
Q9HCX4,22
Q9NRA0|Q9NYA1,11
Q9UGH3,6
O00418|Q96SW2,24
O75533,9
P06493|P11802,29
P09619|P35968,28
P16220,11
P24941|P22674,24
P35475,15
P42336|P40337,8
P51617|P40337,10
Q09472|Q16665,25
Q13867,7
Q16875|Q16877,28
Q6ZN17|Q9H9Z2,3
Q92800|O75530|Q15022|Q6ZN18|Q09028,29
Q96JB6,15
Q9HAS3,23
Q9UHD2|Q9BV68,7
Q9UIG0,22
Q9UKK9,17
O60346,4
P01008,27
P03952|P00742,30
P08670,12
P10746,15
P10809,19
P15056|P40337,13
P20231,20
P33260|P05177|P33261,10
P35498|Q14524|P35499|Q01118|Q99250|Q15858|Q9NY46|Q9UI33|Q9UQD0|Q9Y5Y9,25
P46091,10
P61956|Q9HC62,10
P62136|P31749,7
P63165|P61956,10
P63165|Q9HC62,10
Q13490|P40337,17
Q15084,22
Q16706,30
Q7Z418,24
Q969R2,30
Q96HE7,18
Q9H6P5,21
Q9P0U3|P63165,10
Q9UKM7,30
Q9UM73|Q9HC35|Q9BV68,5
A4QPH2,14
O15217,12
P00734|P00749,29
P04271,23
P09417,27
P11229|P08912,4
P14927,21
P16389,29
P17706|Q96SW2,26
P18846,31
P20711,24
P25440|Q96SW2|Q13619,19
P27708,28
P30101,25
P31947,17
P52732|Q96SW2,25
P98170|P40337,17
Q08722,22
Q15059|Q96SW2|Q13619,19
Q8TE04,30
Q8WXB1,29
Q96P20|Q9GZQ8,8
Q9NYW3,11
Q9NZ20,22
O00451,16
O14965|Q96SW2,13
O60609,16
P08138,26
P10242,27
P10275|Q13490,20
P15692|P17948,10
P22079,28
P40337|P46937,11
P42338|P48736|P42336|O00329|Q96SW2,4
P48169|O14764|P18505,20
P48307,32
P56159,16
P67775,24
Q12791|Q16558,8
Q14761,25
Q6ZVD8,31
Q92519,23
Q96Q89,6
Q9C0K7,14
Q9H2S1,29
Q9NRM0,26
Q9NRX4,11
Q9UBK2,19
Q9UIV1,32
O14519,33
P02708|P11230|Q07001|Q04844,32
P07327,30
P10276|P19793,26
P12644,33
P19835,20
P40337|Q01973,10
P53779|Q13546,32
Q00987|P40337,5
Q15645,13
Q6UVM3,18
Q8IYB8,23
Q8N539,17
Q92598,15
Q92945,10
Q96GD4|O14965,31
Q9H015,26
Q9Y5A9,21
O76074|O00408,30
P00519|P11274|Q13490,7
P01137,34
P04275,11
P08581|P40337,32
P11717,17
P13569|Q9HD26,33
P13639,13
P21817|P62942,29
P23368,33
Q06124|Q96SW2,16
Q07890,29
Q10471,8
Q7LBC6,33
Q8NFU5,18
Q8TD43,33
Q92915,9
Q9UBC3|Q9UJW3,32
Q9Y616|Q96SW2,11
O00116,27
O95363,27
P07327|P08319|P00325|P00326|P40394|P11766|P28332,24
P08648,21
P10415|O43521,35
P15692|O14786,19
P15822,6
P20151,21
P24462,19
P24752,30
P31939|P22102,16
P35318,32
P42261|Q9Y698,32
P54652|P31948,15
P58335,34
Q13043|Q13188,4
Q14703,35
Q14807,35
Q8IXJ6|Q96SW2,8
Q8TF42,26
Q92851,28
Q96IV0,12
Q96SW2|Q92519,13
Q9HAU4,35
Q9NPD8,13
Q9UHI8,33
Q9UN76,10
O15066,35
O15399,28
O60885|Q16186,6
P04198,33
P06239|Q96SW2,17
P10276|P29590,15
P24941|P30274,36
P29279,13
P30530|Q96SW2,18
P43657,14
P55087,11
P60174,33
Q13309,25
Q15257,25
Q6ZMT4,21
Q8NER5,18
Q8TCT8,34
Q96QT4,31
O43464,18
O43525|Q9NR82,36
O60885|Q96SW2|Q13619,20
P09848,35
P15056|Q96SW2,12
P15169,30
P15291,36
P24593,16
P59533,22
P68371,22
Q00537|Q8ND76,33
Q12974,32
Q16549,25
Q16877,19
Q96PD4,13
Q99523|P28799,34
Q9BPV8,19
Q9H2X9,16
Q9HD26,34
Q9NY47,36
Q9NYW7,13
Q9NZQ7|Q96SW2,8
Q9UBY0,17
O60825,38
O75581,17
P11498,29
P16118,38
P43358,20
P51787|Q9UK17|Q12809|P16389|Q09470|O43526|O43525|Q96RP8|Q9NR82|P56696|O95259|P22459|P22460|P22001|P17658|P48547|Q9NZV8|Q92953|Q03721|Q14003|Q14721|Q16322|Q6PIU1|Q8NCM2|Q8TAE7|Q8TDN1|Q8TDN2|Q96KK3|Q96L42|Q96PR1|Q9BQ31|Q9H252|Q9H3M0|Q9NS40|Q9NSA2|Q9UIX4|Q9UJ96|Q9ULD8|Q9ULS6|Q9UQ05,34
P78325,28
P98161,25
Q16880,21
Q58A45,20
Q86UY6,12
Q96AD5|Q8NHY2,38
Q9HAZ1|P49759,2
Q9NZ42,26
A4D1P6,27
P05106|P05556|P06756|P08648,37
P06733,18
P07320,7
P07814,36
P10415|P40337,32
P13631|P10826|P10276,29
P14902|P40337,39
P25942|P29965,11
P31327,33
P40337|Q86U44,9
Q01668,32
Q06330,30
Q07820|Q16611,31
Q15904,33
Q53H12,26
Q6XQN6,23
Q96SW2|O95785,9
Q9UBM7,24
Q9Y694,31
O60906,28
P06748,22
P18627,30
P30043,8
P35557|Q14397,40
P47872,17
P48730|P48729,20
Q00610,36
Q09327,24
Q16678|P40337,18
Q5W0Z9,36
Q969Z3,21
Q9H9B1|P40337,16
Q9UNI1,34
Q9Y463|Q96SW2,13
O43895,21
O60885|Q8TEB1,14
O75164|P40337,15
O95372,18
P00519|P41212,41
P07315,8
P08243,11
P16671,29
P22083,15
P37840|Q96SW2,12
P43320,8
P53611|Q92696,21
P62330,41
Q05397|P40337,4
Q5T3U5,39
Q96KQ7|P40337,16
Q96SW2|Q9UJQ4,31
Q9UGM1,22
A1Z199,30
O14745,22
P12821|Q92979,7
P33121,40
P33260,37
P35498|O60939|Q07699,41
P36537,39
P48163,41
P56545,26
P61964|Q03164|Q9UBL3|Q15291|Q9C005,42
Q00535|Q96SW2,18
Q13951,35
Q14524|O60939|Q07699,41
Q96S38,24
Q9C000,42
Q9H2J7,39
Q9NY97,42
Q9P296,20
Q9Y2P5,42
P08865,19
P23471,17
P35226,32
P35568,22
P48730|P49674,41
Q13263,26
Q16719,14
Q5VV42,43
Q9UKL6,31
O14975,44
O43924|Q96SW2,19
O75311,22
O75828,15
P08047,39
P11802|P24864,34
P24941|P50750|Q96SW2,10
P28827,37
P50613|P40337,16
P58215,29
P60604,21
Q13480,22
Q9P275,44
P07998,27
P10997,31
P11230|P17787|P30926|P32297|Q05901,42
P12643,8
P17787|P30926|P32297|P30532,15
P35030,36
P37023|Q04771,4
P51161,11
P51580,43
P57771,42
Q00G26|Q8WTS1,45
Q13489|Q96SW2,21
Q14674,22
Q16478,40
Q8N371,44
Q8WTS1|O60240,45
Q96KS0|Q9NXG6|Q9GZT9|Q9H6Z9,23
Q9GZV9,36
O60259,40
O75844,38
P11474|P40337,16
P12259,18
P17936,44
P26718|Q29983,46
P26718|Q5VY80,46
P98170|Q96SW2,21
Q13535|Q96SW2,24
Q99707,43
Q99836,23
Q9Y263,42
Q9Y294,46
A0AVT1,18
O60885|O43791,11
O76074|P27815|Q08499|Q07343|Q08493,42
P11309|P32455,44
P23458|O60674|P29597,38
Q13164|P40337,24
Q15858|O60939|Q07699,46
Q93096,42
ENSG00000205571,18
O43426,27
P07437,27
P22760,9
P30291|P40337,8
P36222,31
P37088,47
P43235|O60911,48
P43490|Q96SW2,31
P49279,48
P59534,46
Q05586|O60391|Q14957,16
Q12840,46
Q13698,45
Q6VAB6,31
Q8N5K1,39
Q92560,48
Q96AC1,26
Q9BXS9,47
Q9H0E9,30
Q9H3N8|Q9Y5N1,26
O75475,26
O95456|Q969U7,17
P05106|P06756|P08514,49
P16070,35
P20594|P16066|P17342,38
P68106,45
Q01432,47
Q13153|Q96SW2,16
Q13547|O15379|Q9UQL6|Q9BY41,46
Q15750|P49116,49
Q99828,35
Q9BYT8,26
Q9NR82,38
Q9P2T1,49
O15440,34
O60551,50
P00395,48
P00533|Q8NC42,20
P04114,50
P04637|Q09472|Q92793,15
P05107|P11215,39
P11137,50
P17181,38
P23416,39
P32245|P33032,49
P35346|P30874|P31391|P30872|P32745,39
P35968|P11362,50
P45973,49
P54289|Q00975|Q02641,50
Q12772,31
Q92835,43
Q9Y259,47
O00625,25
O60674|Q96SW2,32
P15735|P46020|P46019|Q93100|Q16816,49
P20142,49
P20701|P05107,33
P40933,42
P42702,31
P51511,45
P55786,41
Q13003,44
Q3KNW5,51
Q93009|P40337,19
Q96CP6,17
Q96SW2|Q8N884,44
Q9BT73,19
Q9NYW0,13
Q9UBN7|P40337,20
Q9UM73|Q96SW2,11
Q9Y230,45
O94992,31
P04637|Q00987|Q96SW2,29
P09210,39
P17706|P40337,13
P25391,26
Q08881|Q96SW2,20
Q13094,48
Q13153|P40337,21
Q15306,50
Q8NFM4|O60503|Q08828|P40145|O60266|O95622|O43306|Q08462|P51828,49
Q93086,50
Q96PC2,49
Q99418,19
Q9NXJ5,51
O60760|Q96SW2,15
P05556|P53708,19
P22681,40
P36507|P40337,12
P54646|O43741|Q9UGI9,28
Q07817|O43521,50
Q07817|Q96SW2,36
Q08345|Q9BXW4|Q9GZQ8|Q9H492,18
Q15750,47
Q5VT66,28
Q6P1M0,53
Q8N5Y8,41
Q92990,53
Q96HI0,53
Q9Y5K2,43
O60885|P40337|Q15370|Q15369,11
P07900|P08238|Q96SW2,30
P13501,47
Q8NEZ4,47
Q9BXM7,37
Q9UNH5,46
Q9Y2D0|P35218,35
Q9Y570,33
O00329|P40337,18
O14965|Q9ULW0,37
O14983,45
O15055|Q49AN0,55
O95870,33
P02788,29
