UniProt,Compounds
O60493,2
O60503,3
O60675,2
O60763,2
O60869,2
O60883,3
O60884,2
O60885|Q03111,1
O75175,3
O75369,2
O75376,3
O75717,2
O75881,3
O75962,3
O95070,2
O95166,2
O95757,2
O95777,2
P00519|P40337,2
P01127,3
P01135,2
P01579,3
P01588,3
P02708|P07510|P11230|Q07001|Q04844,3
P02748,3
P02794,2
P04062|Q9HCG7,2
P04350,2
P04637|Q92793,2
P05230|P21802,2
P05387,2
P06132,2
P06239|Q96SW2|Q16531,3
P06307,2
P07098,2
P07900|O60885,3
P08476,1
P08620,3
P08648|P18564|P26012,1
P08922|P31431,2
P09132,2
P11245,3
P11473|P40337,3
P11801,3
P11802|P24941|Q00534,2
P11802|P30279,3
P14867|P18507|P48169|Q99928|P34903|Q8N1C3|P47869|P31644|Q16445,1
P16471,3
P16989,2
P19113,1
P19875,3
P21781,3
P22004,3
P23677,1
P24534,2
P26010,3
P28472|Q16445,3
P30084,2
P30926|P32297|P30532,3
P32004,2
P32239|P32238,3
P32297|Q15825,3
P35221,2
P35613|Q96SW2,3
P38606,2
P41970,3
P45877,3
P46779,2
P47870,3
P48058|P42263,3
P48436,1
P48507,2
P48549,3
P49406,2
P49711,2
P49759|P49760,1
P50226,3
P50552,2
P51398,2
P51571,2
P51648,2
P51671,3
P51681|P35372,2
P51810,3
P52961,1
P56524|Q9UK73,3
P57678,2
P60763,3
P61011,2
P61956|P55854,3
P62070,2
P62166,3
P62166|Q9NPQ8,3
P62820,2
P62877,2
P63098,3
P78310,3
Q00341,2
Q00534|Q13490,3
Q01740,2
Q02643,3
Q02742,3
Q03393,3
Q03518,2
Q09472|P40337,3
Q10588,2
Q13018,3
Q13087,3
Q13153|P60953,3
Q13242,2
Q13315|Q13535,1
Q13336,3
Q13409,2
Q13585,3
Q14242|P16109,3
Q14296,3
Q14444,2
Q15040,3
Q15165,3
Q15166,3
Q15406,3
Q15843,2
Q15942,2
Q16570,1
Q16772,3
Q16825,1
Q30155,3
Q4G0J3,2
Q53H47,3
Q53HC5,3
Q5KSL6,3
Q5VST6,3
Q6N043,3
Q6UXV0,3
Q6ZMB0,3
Q6ZMC9,3
Q6ZMV9,3
Q6ZN17,3
Q70CQ1,3
Q70EK9,3
Q71SY5,2
Q7L8S5,3
Q7Z569,3
Q7Z739,3
Q86XK2,3
Q8IYB7,1
Q8IZ08,3
Q8N143,3
Q8N6M0,3
Q8N6T3,2
Q8NB90,3
Q8NCC3,3
Q8NF37,2
Q8TAC2,3
Q8TCJ2,2
Q8TDV0,3
Q8WUI4|P40337,3
Q8WUI4|Q96SW2,3
Q8WXI2,3
Q8WY07,3
Q8WZA1,3
Q92504,2
Q92731|P40337,3
Q92731|Q13501,1
Q92769|Q9UK73,3
Q92793|P40337,3
Q93009|Q96SW2,3
Q96BR1|P40337,2
Q96J02,2
Q96JP5,3
Q96LB0,3
Q96LI5,3
Q99075,3
Q99735,3
Q9BQ51,3
Q9BQR3,3
Q9BRX8,2
Q9BTY2,3
Q9BXB1,3
Q9BY41|Q9UK73,3
Q9BY66,2
Q9H008,3
Q9H252,3
Q9H3M9,3
Q9H461,3
Q9H665,3
Q9H816,3
Q9H857,2
Q9HAQ2,2
Q9HBL8,3
Q9HD36|P55957,3
Q9NRR8,3
Q9NS00,3
Q9NUJ1,3
Q9NUV7,3
Q9NWT8,3
Q9NY65,2
Q9NZN8,3
Q9NZN9,3
Q9UBN7|Q9UK73,3
Q9UBQ7,2
Q9UGI8,2
Q9UHA4,2
Q9UHI5,1
Q9UI30|Q9NRN9,3
Q9UJ42,3
Q9ULW2,3
Q9UPT9,3
Q9UQL6|P40337,3
Q9Y295,2
Q9Y2Y4,3
Q9Y5M8,2
Q9Y617,2
Q9Y618,3
Q9Y6M7,3
A0FGR8,2
A2RRP1,2
A8K2H7,4
O00160,2
O00161,2
O00165,2
O00204,3
O00220,4
O00232,2
O00567,2
O14579,2
O14735,2
O14773,2
O14818,2
O14828,2
O15144,2
O15145,2
O15240,2
O15258,2
O15354,4
O15372,2
O15397,2
O15455|Q9NR96|Q9NR97,1
O15519,1
O43156,2
O43242,2
O43264,2
O43292,2
O43314,2
O43390,2
O43427,2
O43447,2
O43491,2
O43602,2
O43615,2
O43747,2
O43760,2
O43776,2
O43822,2
O43852,2
O60234,2
O60762,2
O60826,2
O75027,2
O75083,2
O75152,2
O75251,2
O75348,2
O75431,2
O75439,2
O75477,2
O75489,2
O75534,2
O75821,2
O75822,2
O75934,2
O75947,2
O75964,2
O76021,4
O76024,2
O94822,2
O95067,2
O95197,2
O95279,2
O95340,4
O95373,2
O95433,3
O95793,2
O96000,2
P00519|P98170|P11274,2
P00533|Q5T4S7|Q8IWV7|Q8IWV8,1
P00540,4
P00846,2
P00966,2
P01112|P01111|P01116,2
P01909,3
P02144,4
P02751,4
P02786,2
P04080,2
P04201,4
P04629|Q96SW2,4
P05026,2
P05113,3
P05165,2
P05386,2
P05783,2
P06454,2
P06493|P24385,4
P06681,1
P06703,2
P07195|P40337,1
P07305,2
P07737,2
P07900|P08238|P40337,3
P08123,1
P08195,2
P08559,2
P08708,2
P08887|P40189,2
P09622,2
P09669,2
P10155,2
P10275|Q96SW2|Q13619,2
P10321,2
P10412,2
P10606,2
P10721|P40337,2
P10912,2
P11233,3
P11310,2
P11802|P78396,4
P12235,2
P14317,2
P14868,2
P14923,2
P15153,3
P15336,1
P15692|O60462,2
P15880,2
P15924,2
P15927,3
P16070|P26038,3
P16333,4
P16401,2
P17980,2
P18031|P40337,4
P18077,2
P18124,2
P18621,2
P18827,2
P20264,4
P20265,4
P20674,2
P21127|Q96S94,4
P22087,2
P22455|Q96SW2,4
P22607|Q96SW2,4
P22695,2
P23381,2
P23497,2
P24390,2
P24539,2
P25398,2
P25440|O60885|Q15059|Q96SW2,3
P25788,2
P26373,2
P26439,4
P27544,4
P27635,2
P27797,2
P28066,2
P28288,2
P28331,2
P28336|P32247|P30550,4
P30049,2
P30050,2
P30825,2
P31930,2
P31942,2
P31949,2
P32969,2
P33947,2
P33981|P40337,4
P35346|P30874,2
P35606,2
P35998,2
P36578,2
P37802,2
P37837,2
P39023,2
P40227,2
P40337|O94953,1
P40337|Q07890,1
P40337|Q86WV6,3
P41219,2
P41222,4
P41227,3
P42126,2
P42345|Q8TB45,4
P42766,2
P46087,2
P46776,2
P46777,2
P46778,2
P46781,2
P47755,2
P48047,2
P48444,2
P48556,2
P48681,2
P48739,2
P48960,3
P49189,2
P49190,3
P49755,2
P50395,2
P50402,2
P50454,4
P50748,2
P50749,2
P50851,2
P50914,2
P51148,2
P51665,2
P51946|Q8IZL9,4
P51948,2
P51991,2
P52333|O60674,1
P52566,2
P53350|P40337,4
P53597,2
P53621,2
P53680,2
P53701,2
P53992,2
P54219,4
P54727,2
P54840,3
P55055|P40337,4
P55209,2
P55884,2
P56134,2
P56385,2
P60468,2
P60484|O43791,1
P60660,2
P60852,2
P60866,2
P61006,2
P61020,2
P61106,2
P61201,2
P61221,2
P61254,2
P61313,2
P61353,2
P61803,2
P61962,2
P61970,2
P62191,2
P62195,2
P62241,2
P62266,2
P62269,2
P62280,2
P62333,2
P62424,2
P62491,4
P62750,2
P62829,2
P62841,2
P62847,2
P62851,2
P62857,2
P62861,2
P62888,2
P62899,2
P62906,2
P62913,2
P62917,2
P63010,2
P63173,2
P63220,2
P67809,2
P83731,2
P84077,3
P84085,3
P98170|O60885,3
Q00059,2
Q00987|Q96SW2|Q16531,3
Q01085,2
Q01780,2
Q01850,2
Q02543,2
Q02978,2
Q03519,2
Q04323,2
Q04637,2
Q04837,2
Q04864,2
Q07817|Q07812,4
Q08380,2
Q08AM6,2
Q10589,2
Q12756,4
Q12768,2
Q12769,2
Q12770,2
Q12933,2
Q13151,2
Q13183,3
Q13200,2
Q13423,2
Q13432,2
Q13435|Q9H0E3|O75533,3
Q13490|P54252,2
Q13618,2
Q13838,2
Q14118,1
Q14146,2
Q14165,2
Q14195,2
Q14541,3
Q14690,2
Q14739,2
Q14847,2
Q14C86,2
Q15004,3
Q15005,2
Q15043,2
Q15131|Q96S94,4
Q15181,2
Q15369,2
Q15386,2
Q15437,2
Q15555,2
Q15652,4
Q15811,3
Q16181,2
Q16352,2
Q16478|Q13002,3
Q16555,3
Q16563,2
Q16611|Q16548,4
Q16630,2
Q16698,2
Q16718,2
Q1KMD3,2
Q2M2I3,2
Q2M3G0,4
Q5H943,1
Q5JRA6,2
Q5T0W9,2
Q5T6F2,2
Q5T9A4,2
Q5TF21,2
Q5VVQ6,4
Q63HN8,2
Q6DD88,2
Q6PKG0,2
Q6S8J3,2
Q71U36|P07437,2
Q71UM5,2
Q76LX8,4
Q7Z5Q5,4
Q86TM6,2
Q86U86|P40337,2
Q86UP2,2
Q86VP6,2
Q86VW1,4
Q86YS7,2
Q86YW0,2
Q8IXI1,2
Q8IYM2,3
Q8IYT4,2
Q8IYW5,3
Q8IZ83,2
Q8N0U8,2
Q8N138,2
Q8N1G4,2
Q8N6L1,2
Q8NBI5,2
Q8NC51,2
Q8NCG5,2
Q8NHU6,2
Q8NI27,2
Q8TB61,2
Q8TBE9,4
Q8TDN4,2
Q8TET4,4
Q8TEY7,3
Q8WU20,2
Q8WUY1,2
Q8WVX9,2
Q8WWM7,2
Q8WWW0,2
Q8WWX8,4
Q8WZ42,2
Q92522,2
Q92542,3
Q92544,2
Q92552,2
Q92572,2
Q92609,2
Q92643,2
Q92820,4
Q92831|Q92830,4
Q92896,2
Q93045,2
Q93100,2
Q969L2,2
Q969M3,2
Q96A33,2
Q96A65,2
Q96C01,2
Q96CW1,2
Q96DC9,4
Q96DG6,2
Q96DH6,2
Q96EP5,2
Q96EY1,2
Q96FJ2,2
Q96G03,2
Q96GC9,2
Q96IX5,2
Q96JB2,3
Q96K37,2
Q96N46,2
Q96N66,2
Q96P70,2
Q96QD8,4
Q96QR8,2
Q96QZ7,2
Q96S52,2
Q96SW2|Q9UGP4,2
Q96T76,2
Q99459,2
Q99460,2
Q99570,3
Q99593,4
Q99627,2
Q99729,2
Q99848,2
Q9BPW8,2
Q9BQT8,3
Q9BRA2,2
Q9BRJ6,2
Q9BRQ6,3
Q9BRS2|O14744,2
Q9BT22,2
Q9BTV4,2
Q9BTW9,2
Q9BUF5,2
Q9BUN8,2
Q9BV40,2
Q9BV57,4
Q9BVA0,4
Q9BVA1,2
Q9BVK2,2
Q9BVK6,2
Q9BW92,3
Q9BXJ9,2
Q9BXP5,2
Q9BY08,4
Q9BYJ9,4
Q9BZ95|P40337,2
Q9BZF1,2
Q9C0D9,2
Q9C0E8,2
Q9GZR7,2
Q9H074,2
Q9H0D6,2
Q9H0U3,2
Q9H244|P51582|P47900|P41231|Q15391|Q15077|Q96G91|Q9BPV8,4
Q9H3K2,2
Q9H3L0,1
Q9H3R0|P40337,1
Q9H4B6,2
Q9H4Z3,4
Q9H8H3,2
Q9H8M2|Q66K64,2
Q9H9B4,2
Q9HAN9,3
Q9HB55,2
Q9HB58,2
Q9HC07,2
Q9HCC0,2
Q9HD45,2
Q9NPF4,2
Q9NPI1|Q66K64,2
Q9NQA5,4
Q9NQS7,2
Q9NR30,3
Q9NR45,2
Q9NRF8,4
Q9NRF9,2
Q9NRP0,2
Q9NUQ9,2
Q9NUX5,4
Q9NV35,2
Q9NV70,2
Q9NVI1,2
Q9NVI7,2
Q9NVP1,2
Q9NVU7,2
Q9NW13,2
Q9NWQ8,2
Q9NWW5,2
Q9NX61,2
Q9NXB9,4
Q9NXG2,2
Q9P032,2
Q9P035,2
Q9P0R6,2
Q9P1Z3,3
Q9P2E9,2
Q9UBF2,2
Q9UGP8,2
Q9UH99,2
Q9UHB9,2
Q9UHI6,2
Q9UI10,2
Q9UI12,2
Q9UIA9,2
Q9UJU2,2
Q9UJU6,2
Q9UJX2,2
Q9UJZ1,2
Q9UK05,2
Q9UKD2,2
Q9UM00,2
Q9UM22,2
Q9UM73|Q9HC35|Q5T4S7|Q8IWV7|Q8IWV8,1
Q9UNL2,2
Q9UPN3,2
Q9UQ80,2
Q9UQ88|Q96S94,4
Q9Y2C9,3
Q9Y2R5,2
Q9Y2Z0,2
Q9Y376,2
Q9Y3C4,2
Q9Y3C6,3
Q9Y3F4,2
Q9Y3I0,2
Q9Y3T9,2
Q9Y3U8,2
Q9Y4R8,2
Q9Y4W6,3
Q9Y512,2
Q9Y520,2
Q9Y5L0,2
Q9Y5Y6|P05981|Q04756,4
Q9Y696,2
Q9Y6D6,2
Q9Y6G9,2
Q9Y6I4,3
Q9Y6K9,4
A6NNY8,5
A7MCY6,3
O00254,5
O00303,2
O00555,5
O14641,5
O14966,4
O43169,3
O43280,5
O43353|Q96SW2,3
O43708,5
O43765,4
O43865,5
O60341|Q9P2K3,5
O60610,3
O60664,3
O60674|P40763,2
O60885|Q9UK73,3
O75197,5
O75396,3
O75909|Q9NYV4|Q16531,2
O94826,4
O94905,3
O94925|Q9UI32,3
O95782,3
O95831,3
O96017|O14757,4
P00167,4
P00439,3
P00505,3
P01019,5
P01133,5
P01178,5
P01282,5
P04035|P40337,3
P04437|P01848|P04435|P03979,4
P04629|Q16620,5
P04637|O60885,1
P04818|P31939,5
P05160,5
P06744,3
P08034,5
P09496,3
P0DPI2,3
P11802|Q13490,3
P12830,4
P13473,3
P14867|P18505,4
P15313,5
P15514,5
P16144,3
P16949,3
P17787|P30926|P32297|P43681|Q15822|Q9UGM1|Q15825|P30532|P36544|Q9GZZ6|Q05901,3
P18206,3
P19532,3
P21217,5
P21281,3
P22626,3
P23229,3
P24298,4
P25092,5
P26038,3
P27482,5
P27824,3
P29374,3
P30520,4
P30988|O60895,5
P34932,3
P35125,5
P36542,3
P36551,3
P40337|Q13772,3
P40337|Q5TCX8,1
P40337|Q9BZS1,3
P42229|P51692|Q96SW2,2
P46977,3
P48357,3
P48740,3
P49354,4
P50213,3
P51178,3
P52789|Q96SW2,3
P52815,3
P55084,3
P55957,2
P60484,5
P61586|Q9NZN5,5
P61604,3
P61812,5
P67936,3
P68036,3
P78563,1
P80192|P40337,1
P98179,3
Q00325,3
Q00535|O60563,5
Q00688,4
Q01974,5
Q02779|P40337,1
Q03252,3
Q03518|Q03519,5
Q06187|Q16186,2
Q09666,3
Q11130,5
Q11203,5
Q12904,3
Q12905,3
Q13011,4
Q13347,3
Q13395,3
Q13477,5
Q13547|Q9P2K3,5
Q14103,3
Q14318,4
Q15102,4
Q15436,3
Q15678,2
Q15785,4
Q15858|Q07699,5
Q16760,5
Q16822,3
Q2M1P5,3
Q32MZ4,3
Q3B792,5
Q3MHD2,3
Q3ZCQ8,3
Q53GS9,4
Q56A73,4
Q5JUX0,4
Q5T2D3,5
Q5VYK3,3
Q5XG87,5
Q6PFW1,5
Q6R6M4,5
Q6ZWB6,4
Q70EL2,5
Q7L5A8,5
Q7Z4S6,5
Q7Z4V5,4
Q7Z6Z7,3
Q7Z7B1,5
Q86UE4,3
Q86V67,5
Q86WV6|Q9BV68,2
Q8N543,5
Q8N573,5
Q8NBS9,4
Q8NDF8,5
Q8NFF5,3
Q8TCT0,5
Q8TDN7,2
Q8WZA0,1
Q92482,3
Q92597,4
Q92600,4
Q92843|P55957,5
Q96FJ0,3
Q99250|Q07699,5
Q99942,4
Q9BPZ2,4
Q9BRS8,1
Q9BU89,5
Q9BXW9,3
Q9BY44,3
Q9H2H9,3
Q9H6S1,3
Q9H9B1|Q96SW2,1
Q9NNW7,2
Q9NPI1|Q9H8M2,5
Q9NPI8,1
Q9NQC7,5
Q9NRN7,4
Q9NS61,5
Q9NY64,4
Q9NZB2,3
Q9P2H5,5
Q9UFN0,4
Q9UKX2,5
Q9UMW8,3
Q9Y3D9,3
Q9Y5Z6,3
A1L3X0,4
A1Z1Q3,6
O00139,1
O00541,1
O14497,1
O14933,1
O14974,1
O15027,3
O15164|P40337,4
O15371,3
O15379|Q9UBN7,2
O15525,3
O43298,1
O43299,1
O43395,1
O43829,1
O43913,1
O60568,6
O60671,4
O60684,1
O60885|Q66K64,3
O60942,1
O75132,1
O75351,4
O75874|P48735,6
O75912,6
O75955,1
O94776,1
O94842,1
O94903,1
O95365,1
O95477,3
O95639,1
O96008,3
P00533|Q9C0D3|Q7Z7L7,1
P01112|P01111|P01116|Q96SW2,2
P02724,5
P04179,6
P05107|P11215|P29965,6
P05109,1
P05556|P56199,6
P07738,6
P08621,1
P0C0S5,1
P0DMV8|P0DMV9,4
P10515,4
P10620,5
P11177,3
P11802|P24941,6
P11802|P50750,1
P13928,1
P13987,1
P14174|Q96SW2,5
P14373,1
P14678,1
P17010,1
P17096,1
P19105,1
P19419,5
P20671,1
P21246,6
P21554|P35372,6
P23560,6
P23588,3
P24387,5
P27216,1
P27348,4
P29120,6
P29590,1
P30530|P40337,6
P30711,6
P30988|O60894,6
P32189,6
P35080,1
P35247,6
P35659,1
P38159,1
P39687,3
P40337|P28347,6
P42695,1
P47870|P31644,3
P47870|P34903,3
P47870|P47869,3
P48595,1
P48643,3
P49005,1
P49247,1
P49685,5
P50452,1
P50990,3
P51168,6
P51170,6
P51946,4
P54198,1
P54289|O00555|Q02641,6
P54886,3
P55211|P42574|O14727|P99999,6
P56537,3
P57764,6
P62942|Q96SW2,5
P68032,1
P68363,4
P78346,1
P83436,4
P84022|P01137,2
P84243,1
Q00987|Q00534,3
Q01201,6
Q02809,6
Q05682,1
Q08554,1
Q08ET2,6
Q12789,1
Q12968,1
Q13112,1
Q13330,1
Q13356,1
Q13485,1
Q13547|O60885,3
Q13547|Q9Y618,6
Q13573,1
Q13613,1
Q13635,3
Q13972,6
Q14247,3
Q14331,1
Q14524|Q07699,6
Q14576,6
Q14676,1
Q149N8,1
Q15052,1
Q15427,1
Q15542,1
Q16594,1
Q16891,4
Q2NKX8,1
Q2TAY7,1
Q53EU6,1
Q53T94,1
Q5D862,1
Q5SXM2,1
Q5T4S7,3
Q5T5X7,1
Q5T6S3,5
Q5T7W0,1
Q5VT52,1
Q5VV17,6
Q68DK7,1
Q69YH5,1
Q69YQ0,1
Q6EIG7,6
Q6GMR7,6
Q6GMV2,1
Q6PH85,5
Q6PI98,1
Q6TGC4,6
Q6UB35,3
Q6UN15,1
Q6UW60,6
Q75QN2,1
Q7KYR7,6
Q7RTR8,6
Q7RTV0,1
Q7Z3U7,4
Q7Z434,4
Q7Z5K2,1
Q7Z7L1,1
Q86UL3,1
Q86UW1,4
Q86V48,1
Q86WB0,1
Q86WJ1,1
Q86Y91,1
Q86YZ3,1
Q8IUE6,1
Q8IWC1,1
Q8IWT0,1
Q8IYB3,1
Q8IYS1,1
Q8N2W9,1
Q8N806,1
Q8NEZ5,1
Q8NFV4,4
Q8TC07,3
Q8TDH9,1
Q8WTW3,4
Q8WUA2,1
Q8WWY3,1
Q92556,1
Q92564,5
Q92569,6
Q92769|Q9Y618,6
Q92844,4
Q92995,4
Q93074,1
Q93084,5
Q969T9,1
Q96A08,1
Q96AD5,5
Q96CN7,1
Q96EZ8,1
Q96FZ2,1
Q96GM8,1
Q96HS1,4
Q96JM3,1
Q96MW5,4
Q96NZ9,6
Q96P09,6
Q96P63,1
Q96QC0,1
Q96RE7,1
Q96SB3,1
Q96SW2|Q96CP6,1
Q96T58,1
Q99062,6
Q99613,1
Q99684,1
Q99808|Q7RTT9|Q14542|Q9BZD2,5
Q99952,4
Q9BQ67,1
Q9BQE3,4
Q9BQY4,1
Q9BR01,6
Q9BRJ7,1
Q9BRX2,1
Q9BSD7,3
Q9BSJ8,3
Q9BT78,1
Q9BTE3,1
Q9BUR4,3
Q9BVI4,1
Q9BXF3|Q96SW2,5
Q9BY42,1
Q9BYB4,1
Q9C0C2,5
Q9C0H9,6
Q9GZP4,1
Q9GZS1,1
Q9H0C8,1
Q9H3N1,3
Q9H568,1
Q9H5V9,1
Q9H649,2
Q9H7D7,1
Q9H9A6,1
Q9H9E3,4
Q9HB71,3
Q9HBI6,6
Q9HD42,1
Q9NNW5,1
Q9NPC7,1
Q9NPF5,1
Q9NPI1|Q96SW2,2
Q9NQW5,2
Q9NRZ9,1
Q9NS91,1
Q9NTG7|Q96SW2,2
Q9NV88,1
Q9NW64,1
Q9NWB6,1
Q9NX63,4
Q9NYP7,5
Q9NZC2,6
Q9P2I0,1
Q9UER7,1
Q9UFC0,1
Q9UFW8,1
Q9UHB6,1
Q9UHF0,6
Q9UJ72,1
Q9UKF6,1
Q9UKN8,1
Q9UL03,1
Q9ULJ3,1
Q9ULK4,4
Q9ULL5,1
Q9ULZ3,3
Q9UM73|Q9HC35|Q9C0D3|Q7Z7L7,1
Q9UNX4,1
Q9UPN7,4
Q9UPW6,1
Q9UQ84,6
Q9Y2R9,3
Q9Y2V7,4
Q9Y2X0,1
Q9Y314,1
Q9Y3B4,1
Q9Y478|Q13131|Q9UGI9,5
Q9Y4K1,1
Q9Y4W2,1
Q9Y4X0,1
Q9Y508,4
Q9Y606,1
Q9Y6M1,5
A6NHR9,1
O00206|Q9Y6Y9,4
O00391,5
O00422,1
O00590,6
O14986,6
O15016,7
O15169,4
O15264|P40337,4
O15511,4
O43184,7
O75340,5
O75387,7
O75390,4
O95140,5
O95218,1
O95237,3
P01583,7
P03372|P98170,5
P03372|Q13490,4
P04626|P21860,2
P04629|P06753,2
P09455,7
P0DPD6,5
P10589,7
P12081,5
P13501|P59665,6
P14209,2
P15531|P22392,2
P16298,6
P17480,1
P18583,1
P19022,3
P19256,7
P20042,4
P22307,3
P24941|P40337,5
P29275|P29274,7
P35250,1
P35269,1
P35348|P08913|P08588|P07550|P18825|P25100|P35368|P18089|P13945,4
P35354|O14684,4
P35498|Q07699,7
P38432,1
P40337|Q92519,6
P40939,4
P41181,4
P41212,2
P46098|O95264,5
P46459,6
P46937|Q96SW2,7
P50750|O60583,6
P52294,1
P52888,6
P53602,6
P54646|Q9UGJ0|Q9Y478,5
P55265,5
P56715,7
P62979,2
P78317,3
Q03135,4
Q07820|Q07812,4
Q07889|P40337|Q15370|Q15369,7
Q12913,7
Q13115,7
Q13489|Q9UDY8,7
Q14376,7
Q15022|P40337,3
Q16775,5
Q3L8U1,1
Q6DKI2,7
Q6NUJ5,1
Q6P4R8,1
Q6R327,3
Q6UX04,1
Q6ZQN7,6
Q8IWX8,1
Q8IXL7,2
Q8NFC6,1
Q8TF01,1
Q8WTT0,6
Q92541,1
Q92830|Q96SW2,1
Q92925,2
Q92952|Q9UGI6|Q12791|O15554|Q9H2S1|A8MYU2,7
Q93034,5
Q96EB6|Q96SW2,3
Q96G23,4
Q96GM5,1
Q96HR8,1
Q96PV6,1
Q96Q40|Q8ND76,7
Q96S94,1
Q96ST2,1
Q96SW2|Q8IYD1,2
Q99536,3
Q99720|Q5BJF2,6
Q99733,6
Q99988,7
Q9BW71,1
Q9H307,1
Q9H4L4,7
Q9H7E2,5
Q9H7L9,1
Q9H981,1
Q9H9F9,1
Q9HCG8,1
Q9HCK8,1
Q9HCL2,2
Q9HD36,7
Q9NPA8,1
Q9NPI8|Q14469,3
Q9NQZ5,7
Q9NX24,1
Q9NZL4,1
Q9NZM4,1
Q9UBB9,1
Q9UBX7,7
Q9UHR5,1
Q9UI36,1
Q9UJV9,1
Q9UKG9,5
Q9ULG1,1
Q9UM73|Q9HC35|P40337,4
Q9UQ35,1
Q9Y315,4
Q9Y3E1,1
Q9Y4L1,4
Q9Y5B6,1
Q9Y5R2,7
Q9Y6A4,1
Q9Y6I3,5
Q9Y6I9,5
B0I1T2,2
O00148,3
O00483,4
O00505,2
O00746,5
O14842|P30679,5
O15047,2
O15068,6
O15160,2
O43172,3
O43521,8
O43583,2
O43704,8
O43739,7
O43741,6
O43809,2
O43847,2
O60361,8
O60583,5
O75691,2
O75897,8
O95336,2
O95466,2
O95785,7
O96028|P40337,5
P01138,7
P02776,8
P03372|Q96SW2|Q13619,2
P04000,8
P04035|Q96SW2,1
P05106|P06756|P18084,8
P06241|P12931|P06239|P07947|P51451|P08631|P07948|P42685|P09769|Q9H3Y6,1
P06493|P78396,8
P06709|Q13309,3
P06730|Q04637,6
P07099|P34913,4
P08579,2
P08758,2
P09012,2
P09525,2
P09651,3
P09661,2
P0DMM9,8
P11387|P11388,3
P11678,7
P13984,2
P16519,8
P17643,5
P20333,6
P22897,6
P23109,8
P27816,2
P31040,6
P32321,3
P35625,8
P35869|P40337,1
P35869|Q96SW2,1
P37840|P40337,5
P40337|P35226,5
P40337|Q6NYC1,1
P40337|Q9NYV4,4
P45880,5
P48050,8
P49023,5
P49321,2
P50995,2
P51816,1
P52565,7
P55199,1
P55769,2
P59539,7
P59551,7
P60981,2
P61247,2
P61619,2
P61964|Q96SW2,3
P62304,2
P62318,2
P62837,6
P63244,2
Q00653,6
Q01105,3
Q02218,3
Q06265,2
Q10570,2
Q12791|Q86W47,7
Q12794,8
Q12824,2
Q13144,2
Q13351,2
Q13535|P40337,4
Q13546|P40337,2
Q13627|P40337,4
Q13724,8
Q14849,4
Q15031,8
Q15172,8
Q15366,3
Q15413,4
Q15428,2
Q15459,2
Q15599,4
Q15637,2
Q16576,2
Q16613,7
Q4VCS5,3
Q5H9R7,3
Q5JWF2,8
Q5UIP0,2
Q5VVY1,8
Q68CP9,2
Q6IQ23,8
Q6J4K2,4
Q6P1J9,1
Q7L2H7,2
Q8IWE4,6
Q8N684,2
Q8N7H5,1
Q8NB46,3
Q8NE71,2
Q8TAF3,2
Q8TCT9,4
Q8TEM1,2
Q8WVC0,1
Q8WVV9,2
Q8WWT9,7
Q8WXF1,2
Q8WXI9,2
Q8WXX5,2
Q92797,2
Q969G3,2
Q96C19,2
Q96GD4|Q9UQB9|O14965,4
Q96P11,3
Q96RD7,6
Q99542,8
Q9BRP1,2
Q9BVC6,2
Q9BVG4,2
Q9BWD1,8
Q9BX68,5
Q9BXN2,7
Q9BYC5,8
Q9C0J8,2
Q9GZS3,1
Q9H160,7
Q9H3K6,2
Q9H479,3
Q9H583,2
Q9H5Z1,2
Q9H8M2|Q9H0E9,4
Q9NPD3,2
Q9NRG9,2
Q9NRW3,2
Q9NSA3,2
Q9UBB5,8
Q9UBB6,2
Q9UH17,8
Q9UH92,8
Q9UKJ3,2
Q9UMS4,2
Q9Y266,2
Q9Y277,4
Q9Y2A9,4
Q9Y2H9|Q6P0Q8,7
Q9Y463|P40337,4
Q9Y6C9,4
Q9Y6H5,8
Q9Y6T7,8
A5YKK6,5
B9EGA7,3
O14782,8
O43167,1
O60256,3
O94766,6
O95625,1
O95816,2
P00451,9
P06576,5
P06729,6
P06729|P19256,7
P08648|P26012,3
P10074,1
P11226,8
P11362|Q96SW2,7
P15088,9
P20645,5
P24385|P24941,9
P24864,6
P25440|O43791,1
P25705,5
P25942,8
P26368,2
P30876,2
P31513,4
P31948,7
P35249,2
P35251,2
P36402|P35222,9
P42704,7
P43487,6
P46937|Q99594,8
P47775,9
P49588,7
P49619,9
P49756,2
P51114,5
P51692|Q96SW2,4
P51787|Q8N4C8,7
P51825,2
P52739,1
P53999,2
P54252,9
P54368,4
P62834,6
Q00266,4
Q00534|P30279,5
Q02318,8
Q02413,2
Q08257,8
Q12874,3
Q13105,4
Q13309|P0A3G3,5
Q13428,2
Q13490|O15265,4
Q13490|P54259,4
Q15059|O43791,1
Q15256,9
Q15291,2
Q16186,5
Q16526,9
Q16595,7
Q5U5Z8,4
Q68DU8,4
Q695T7,7
Q6PCT2,9
Q6PD62,2
Q6UXN9,2
Q71U36,3
Q76I76,9
Q7LFL8,9
Q7Z2W4,7
Q86VM9,2
Q8N163,3
Q8N680,1
Q8NB12,9
Q8NCP5,1
Q8ND56,2
Q92831|Q96SW2,2
Q92922,2
Q96C00,1
Q96DT7,1
Q99615,4
Q9BY32,3
Q9BY64,8
Q9BYV9,1
Q9H2H0,9
Q9H2U1,3
Q9HBY0,8
